UDID,Headline_Alt,Destination_URL,Destination_name,Internal_Destination,Internal_Destination_UDID
D1038,eCommerce platform,https://www.euipo.europa.eu/en/observatory/enforcement/tools/protecting-ip-rights-e-commerce-marketplaces,Protecting your IP rights on e-commerce marketplaces  - EUIPO,No,Null
C1009,Create Contact Clauses,https://amc.wipo.int/clause-generator/,WIPO Clause Generator,No,Null
C1009,Create Contact Clauses,https://www.wipo.int/amc/en/,WIPO AMC),No,Null
C1009,Create Contact Clauses,https://www.wipo.int/portal/en/index.html,WIPO,No,Null
C1009,Create Contact Clauses,https://ipfirstresponse.ipaustralia.gov.au/options/ADR,alternative dispute resolution (ADR) options.,Yes,Null
C1009,Create Contact Clauses,mailto:arbiter.mail@wipo.int,arbiter.mail@wipo.int,No,Null
C1009,Create Contact Clauses,https://www.wipo.int/amc/en/film/fees/index.html,WIPO administrative fees,No,Null
C1009,Create Contact Clauses,https://ipfirstresponse.ipaustralia.gov.au/options/resolve-international-disputes,WIPO Arbitration and Mediation Center,Yes,Null
C1009,Create Contact Clauses,https://www.wipo.int/amc/en/clauses/index.html,Recommended WIPO Contract Clauses and Submission Agreements,No,Null
C1009,Create Contact Clauses,https://ipfirstresponse.ipaustralia.gov.au/options/mediation,Resolve IP issues with the help of a third party | IP Australia First Response,Yes,Null
C1009,Create Contact Clauses,https://ipfirstresponse.ipaustralia.gov.au/options/arbitration,Resolve IP issues with the help of a third party | IP Australia First Response,Yes,Null
C1009,Create Contact Clauses,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Get professional assistance with your IP | IP Australia,No,Null
C1020,Designs search,https://search.ipaustralia.gov.au/designs/search/quick,Australian Design Search,No,Null
C1020,Designs search,https://ipfirstresponse.ipaustralia.gov.au/options/design-infringement,Infringement 101 | Designs infringement,Yes,Null
C1020,Designs search,https://search.ipaustralia.gov.au/designs/search/quick?_gl=1%2as1ag7s%2a_ga%2aMTExMjM3MjAxNi4xNjM1ODI2Nzc1%2a_ga_QX1TTWEZ1L%2aMTY0NDUzMTQzMy4xMjUuMS4xNjQ0NTMxNTY0LjA,Australian Design Search,No,Null
C1020,Designs search,https://designdb.wipo.int/designdb/en/,Global Design Database,No,Null
C1020,Designs search,https://www.tmdn.org/tmdsview-web/#/dsview,DesignView,No,Null
C1020,Designs search,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
C1020,Designs search,https://www.ipaustralia.gov.au/design-rights/how-to-search-existing-designs,How to search existing designs | IP Australia,No,Null
C1020,Designs search,https://ipfirstresponse.ipaustralia.gov.au/options/request-ip-australia-confirms-registered-design-valid,Request IP Australia confirms a registered design is valid | IP Australia First Response,Yes,Null
C1020,Designs search,https://www.tmdn.org/tmdsview-web/,EUIPO DesignView,No,Null
D1021,Trade mark registration revocation,https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks/what-cant-be-a-trade-mark,What Can't Be A Trade Mark? | IP Australia,No,Null
D1021,Trade mark registration revocation,https://manuals.ipaustralia.gov.au/trademark/1.-what-is-revocation-of-registration-,Part 62 of theTrade Marks Manual of Practice and Procedure,No,Null
D1021,Trade mark registration revocation,https://www.legislation.gov.au/C2004A04969/latest/versions,Trade Marks Act 1995,No,Null
D1021,Trade mark registration revocation,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,Challenge the registration of a trade mark | IP Australia First Response,Yes,Null
D1021,Trade mark registration revocation,https://www.ipaustralia.gov.au/about-us/contact-us,Contact us | IP Australia,No,Null
D1021,Trade mark registration revocation,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1021,Trade mark registration revocation,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
B1019,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-hearings,trade mark opposition,No,Null
B1019,Opposition process,https://www.ipaustralia.gov.au/tools-and-research/forms/notice-of-intention-to-oppose,the forms,No,Null
B1019,Opposition process,https://manuals.ipaustralia.gov.au/trademark,Trade Marks Manual of Practice and Procedure,No,Null
B1019,Opposition process,https://search.ipaustralia.gov.au/trademarks/search/quick,Australian Trade Mark Search (ATMS),No,Null
B1019,Opposition process,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,Challenge the registration of a trade mark | IP Australia First Response,Yes,Null
B1019,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip,How to challenge someone else's IP | IP Australia,No,Null
B1019,Opposition process,https://www.ipaustralia.gov.au/tools-and-research/forms,Forms,No,Null
B1019,Opposition process,https://ipfirstresponse.ipaustralia.gov.au/options/monitor-trade-mark-register-and-market-competitor-activity,IP First Response | Monitoring Competitors' IP,Yes,Null
C1005,IP Audit,https://ipfirstresponse.ipaustralia.gov.au/options/develop-strategy-manage-your-ip,comprehensive IP strategy,Yes,Null
C1005,IP Audit,https://www.wipo.int/en/web/business/ip-audit,Uncovering IP Risks and Potential: IP Audit,No,Null
C1005,IP Audit,https://www.wipo.int/en/web/wipo-ip-diagnostics,WIPO IP Diagnostics,No,Null
B1007,Opposition process,https://www.austlii.edu.au/cgi-bin/viewdoc/au/legis/cth/consol_reg/pr1991218/sch8.html,Schedule 8 of Patents Regulation 1991,No,Null
B1007,Opposition process,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-new-or-amended-patent,Challenge new or amended patents | IP First Response,Yes,Null
B1007,Opposition process,https://www.ipaustralia.gov.au/patents/how-to-respond-to-an-opposition,How to respond to an opposition | IP Australia,No,Null
B1007,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/evidence-in-oppositions-and-pbr-objections,Evidence in oppositions and PBR objections | IP Australia,No,Null
B1007,Opposition process,https://www.ipaustralia.gov.au/manage-my-ip/someone-is-using-my-ip/how-to-challenge-someone-elses-ip/opposition-and-objection-fees#fx-tabs-0-panel-0,Opposition and objection fees | IP Australia,No,Null
B1007,Opposition process,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Get professional assistance with your IP | IP Australia,No,Null
B1007,Opposition process,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
C1013,Monitor Competitors ' IP,https://search.ipaustralia.gov.au/trademarks/search/quick,IP Australia's Australian Trade mark Search (ATMS),No,Null
C1013,Monitor Competitors ' IP,https://search.ipaustralia.gov.au/trademarks/help,HELP,No,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/infringement-101,Infringement 101 | IP Australia First Response,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/options/trade-mark-infringement,Trade mark infringement | IP Australia First Response,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/options/develop-strategy-manage-your-ip,Develop a strategy to manage your IP | IP Australia First Response,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/navigator-tool-suspected-infringement,navigator tool for IP rights holders faced with IP infringement,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/options/provide-opportunity-stop-infringement,informal contact,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/options/challenge-registration-trade-mark,trade mark opposition,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/options/avoid-potential-ip-conflicts,re-brand,Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/options/stop-infringement-facilitated-online,"takedown notice,",Yes,Null
C1013,Monitor Competitors ' IP,https://ipfirstresponse.ipaustralia.gov.au/tips-and-tricks-searching-existing-right,Tips and tricks for searching for an existing right | IP Australia First Response,Yes,Null
C1013,Monitor Competitors ' IP,https://ipaustralia.gov.au/tm-checker,TM Checker: Free trade mark availability check | IP Australia,No,Null
C1013,Monitor Competitors ' IP,https://business.gov.au/planning/protect-your-brand-idea-or-creation/trade-mark,Trade mark | business.gov.au,No,Null
C1013,Monitor Competitors ' IP,https://www.wipo.int/en/web/global-brand-database,Global Brand Database,No,Null
101-4,Infringement 101,https://www.ipaustralia.gov.au/plant-breeders-rights/what-are-plant-breeders-rights/additional-rights-available,'Additional rights available',No,Null
101-4,Infringement 101,https://www.ipaustralia.gov.au/manage-my-ip/how-to-prevent-infringement-of-my-ip/how-to-label-my-protected-plant-variety,How to label my protected plant variety,No,Null
101-4,Infringement 101,https://www.ipaustralia.gov.au/plant-breeders-rights/what-are-plant-breeders-rights,What are plant breeder's rights,No,Null
D1015,Trade mark non-use action,https://www.ipaustralia.gov.au/tools-and-research/forms/application-for-removal-cessation-of-protection-for-non-use,this form,No,Null
D1015,Trade mark non-use action,https://www.ipaustralia.gov.au/manage-my-ip,Manage my IP,No,Null
D1015,Trade mark non-use action,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1015,Trade mark non-use action,https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
B1004,IP attorney or lawyer  ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm,Trans-Tasman IP Attorney Board,No,Null
B1004,IP attorney or lawyer  ,https://www.ipaustralia.gov.au/understanding-ip/types-of-ip,Learning more about IP,No,Null
B1004,IP attorney or lawyer  ,https://www.lawsociety.com.au/register-of-solicitors,The Law Society of NSW,No,Null
B1004,IP attorney or lawyer  ,https://www.liv.asn.au/legalhelp,Law Institute Victoria,No,Null
B1004,IP attorney or lawyer  ,https://www.youandthelaw.com.au/,Queensland Law Society,No,Null
B1004,IP attorney or lawyer  ,https://lawsocietywa.asn.au/services/find-a-lawyer/,The Law Society of Western Australia,No,Null
B1004,IP attorney or lawyer  ,https://www.lawsocietysa.asn.au/PseudoCode/Radius_Search.aspx,The Law Society of South Australia,No,Null
B1004,IP attorney or lawyer  ,https://www.lst.org.au/find-a-lawyer/,The Law Society of Tasmania,No,Null
B1004,IP attorney or lawyer  ,https://lawsocietynt.asn.au/index.php/nt-law-firms-by-area-of-law/,Law Society Northern Territory,No,Null
B1004,IP attorney or lawyer  ,https://www.actlawsociety.asn.au/find-a-lawyer,The Law Society of the ACT,No,Null
B1004,IP attorney or lawyer  ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*wp2lum*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgxNTEyNS4yNS4xLjE3MzY4MTY5MDEuMC4wLjA.#als_iptags=Trade%20marks&als_e=0,Trans-Tasman IP Attorneys Board directory: Find an IP attorney or firm | Trans-Tasman IP Attorneys Board.,No,Null
B1004,IP attorney or lawyer  ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney,patent attorney,No,Null
B1004,IP attorney or lawyer  ,https://ipta.org.au/community/get-free-consultation/,here,No,Null
B1004,IP attorney or lawyer  ,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*gxlotz*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjczMzE0OC4yMS4xLjE3MzY3MzM4MzkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
B1004,IP attorney or lawyer  ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,Get Professional Assistance With Your IP | IP Australia,No,Null
B1004,IP attorney or lawyer  ,https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip/engaging-a-patent-attorney,Engaging A Patent Attorney | IP Australia,No,Null
B1004,IP attorney or lawyer  ,https://www.ipaustralia.gov.au/about-us/contact-us/speak-with-us-on-yarnline,Speak With Us On Yarnline | IP Australia,No,Null
B1003,De-escalate,https://ipfirstresponse.ipaustralia.gov.au/options/receiving-letter-demand,Receiving a letter of demand | IP Australia First Response,Yes,Null
B1003,De-escalate,https://ipfirstresponse.ipaustralia.gov.au/options/avoid-potential-ip-conflicts,Avoid potential IP conflicts by rebranding | IP Australia First Response,Yes,Null
B1003,De-escalate,https://www.ipaustralia.gov.au/manage-my-ip/how-to-respond-to-accusations-of-ip-infringement,How To Respond To Accusations Of IP Infringement | IP Australia,No,Null
B1003,De-escalate,https://www.ttipattorney.gov.au/for-clients/how-to-engage-an-attorney/find-an-ip-attorney-or-firm?_gl=1*1a9t713*_ga*MTUwOTM4MDc5LjE3MzM3ODMxNTI.*_ga_GMT4KC15KS*MTczNjgyNzM1OS4yNy4xLjE3MzY4MjczNjkuMC4wLjA.,Find an IP attorney or firm | Trans-Tasman IP Attorneys Board,No,Null
D1020,"Sorry, This information isn't available yet",https://ipaustralia.au1.qualtrics.com/jfe/form/SV_6LKlgPWZqiheCiy,IP First Response feedback form,No,Null
D1020,"Sorry, This information isn't available yet",mailto:ipfirstresponse@ipaustralia.gov.au,ipfirstresponse@ipaustralia.gov.au,Yes,Null
D1020,"Sorry, This information isn't available yet",https://www.ipaustralia.gov.au/trade-marks/what-are-trade-marks/kinds-of-trade-marks/geographical-indications-and-trade-marks,Geographical Indications And Trade Marks | IP Australia,No,Null
D1020,"Sorry, This information isn't available yet",https://www.agriculture.gov.au/agriculture-land/farm-food-drought/wine-policy,"Department of Agriculture, Fisheries and Forestry",No,Null
D1020,"Sorry, This information isn't available yet",https://www.ipaustralia.gov.au/trade-marks/understanding-trade-marks/types-of-trade-marks/other-types-trade-marks#Trade-marks-for-wine,IP Australia,No,Null
D1020,"Sorry, This information isn't available yet",http://www.foodstandards.gov.au/Pages/default.aspx,Food Standards Australia New Zealand,No,Null
D1020,"Sorry, This information isn't available yet",https://www.ipaustralia.gov.au/understanding-ip/indigenous-knowledge,Indigenous Knowledge | IP Australia,No,Null
D1020,"Sorry, This information isn't available yet",https://www.ipaustralia.gov.au/about-us/contact-us/speak-with-us-on-yarnline,Yarnline,No,Null
D1020,"Sorry, This information isn't available yet",https://www.ag.gov.au/rights-and-protections/copyright,Copyright | Attorney-General's Department,No,Null
D1020,"Sorry, This information isn't available yet",https://www.business.qld.gov.au/running-business/risk/ip/ip-kit/browse-ip-topics/trade-secrets,"Trade secrets, know-how, and confidential information | Business Queensland",No,Null
D1020,"Sorry, This information isn't available yet",https://www.wipo.int/portal/en/index.html,WIPO - World Intellectual Property Organization,No,Null
D1020,"Sorry, This information isn't available yet",https://www.dfat.gov.au/trade/organisations/wto/intellectual-property,Intellectual property | Australian Government Department of Foreign Affairs and Trade,No,Null
D1020,"Sorry, This information isn't available yet",https://international.austrade.gov.au/en/do-business-with-australia/invest-in-australia/investor-guide/running-a-business/understanding-australian-business-regulations,Australian business regulations | Austrade International,No,Null
D1020,"Sorry, This information isn't available yet",https://www.ipaustralia.gov.au/understanding-ip/get-professional-assistance-with-your-ip,getting professional assistance with your IP,No,Null
D1020,"Sorry, This information isn't available yet",https://ipta.org.au/community/get-free-consultation/,30 minute consultations with an attorney,No,Null
